word,translation,part_of_speech,pronunciation,ex_1_jp,ex_1_en,ex_2_jp,ex_2_en,ex_3_jp,ex_3_en,meaning_story,reading_story,pitch_accent,tag
感心,admiration,"NOUN, SURU VERB, AND NA ADJECTIVE",かんしん,ケイティは、真面目で熱心な働きと細かい気配りで、同僚たちを感心させた。,Katie earned the admiration of her co-workers with her hard work and attention to detail.,,,,,Your feelings are in your heart. When your feelings are in your heart they are pure feelings. You can be happy for people and feel admiration for their successes. This is a great feeling to have in your heart.,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",カンシン,level13 vocab
入館料,admission fee,NOUN,にゅうかんりょう,入館料、もう10％値引きしていただけませんかねぇ？,Could you give us an additional ten percent discount on the admission fee?,,,,,The fee for entering a public building is the admission fee. Gotta pay it if you want to get inside.,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",,level13 vocab
養子,adopted child,NOUN,ようし,俺の養子の態度が悪いから、叱った。,I scolded my adopted son because he has such a bad attitude.,,,,,"A foster child you bring into your family is your adopted child. This can also be your son-in-law too. If you bring in a son via your daughter, that's kind of like adopting a son too, right?","This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",ヨーシ,level13 vocab
整理,arrangement,NOUN AND SURU VERB,せいり,別れた彼氏の写真を整理しました。,I adjusted the picture of my ex-boyfriend.,,,,,"An arrangement using reason is something you've thought about. It's still just arrangement, though, no matter how well arranged it is and how much reason you put behind it.","This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",セꜜイリ,level13 vocab
〜放題,as much as you want,SUFFIX,ほうだい,もしテキストフグの永久購読権を購読されるのであれば、日本語の学習がし放題ですよ。,If you purchase a lifetime subscription to Text Fugu you can study Japanese as much as you want.,,,,,"Just release the topic... let it go free! Let it do whatever it wants. Sometimes the topic will be food... if that's the case, just release yourself and do whatever you want with the food (eat it all!). If it's drinks, drink it all! This word has to do with doing whatever you want and as much as you want. You'll see this attached to ""all you can ____"" words, so look out for them in the next couple levels.","This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",ホꜜーダイ,level13 vocab
暗殺,assassination,NOUN AND SURU VERB,あんさつ,ねぇ、ビエト！どうやってこんなに面白い暗殺計画を思いついたの？,"Hey, Viet! How did you come up with such a unique assassination plan?",,,,,"A dark kill is an assassination. It's done by someone who is in a ninja outfit and dark, hiding in the shadows for his moment to strike.","This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",アンサツ,level13 vocab
銀行,bank,NOUN AND NO ADJECTIVE,ぎんこう,銀行を強盗した人は牢屋行きなのに、銀行が人々からお金を奪ったら、ボーナスがもらえるんだよ。それってすごく不公平じゃない？,"When people rob banks they go to prison. When banks rob people they get bonuses. It’s so unfair, isn’t it?",,,,,Time to go get your silver from the bank.,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",ギンコー,level13 vocab
初めに,beginning,EXPRESSION,はじめに,Tofuguよ安らかに眠ってくれ。今月初めに、僕の一番好きな日本語学習サイトが倒産しちゃったんだ。,R.I.P. Tofugu. At the beginning of this month my favorite Japanese learning site went bankrupt.,,,,,This is a time based word (because of the に). What is the first point of time when you are beginning something? That is the beginning.,"This word uses the kun'yomi, which you didn't learn with the kanji, so here's a mnemonic to help you out. What are you beginning? You are beginning Haj (はじ). (Haj is the fifth pillar of Islam, and is a pilgrimage to Mecca during the month of Dhu al-Hijja).",,level13 vocab
橋,bridge,NOUN,はし,その1603年に建てられた橋の名前は日本橋というんですが、日本橋はその名の通り、まさに日本の中心でした。,"The name of the bridge built in 1603 is Nihonbashi and it was truly the central point of Japan, as its name suggests.",,,,,The kanji and the word are exactly the same. That means they share meanings as well.,The reading is the same as the one you learned with the kanji! No need to burn any 橋s with this word and its kanji.,ハシꜜ,level13 vocab
賞金,cash prize,NOUN,しょうきん,私達は変顔コンテストの賞金をいつもらえるんですか？,When do we get the prize money from the funny face competition?,,,,,"A prize of gold is so old fashioned. We use cash now, which is why this word means cash prize.","This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",ショーキン,level13 vocab
事情,circumstances,NOUN,じじょう,警察はすべての事情を利用しなければならない。,The police must take all circumstances into account.,,,,,"The feeling of the actions going on around you are the circumstances. For example: you feel like things are going pretty poorly right now, which is why the circumstances are looking pretty dire for you.","This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",ジジョー,level13 vocab
